x,y,xp,yp
-0.001833753559221417,-0.00294251872741434,-0.006638635463799616,0.003252207263990248
-0.001321970111367519,-0.0009565031715395096,-0.003915459500776051,0.002435495911458109
0.005340075614404523,-0.0007062270946706663,0.005080845040315854,-0.002489395421694711
0.003821725500081074,0.001939436369243983,0.004339522062398084,-0.004840519567382388
-0.0006489739248490096,0.0005331201022324599,-0.003126061532877537,-0.001954109560348883
-0.00350287727305195,-0.001330984994598626,-0.00716286805880266,0.001076204641664629
0.007433692679269532,0.0005436742607245228,0.007979234105540162,-0.001811350749982114
0.01007691041985167,-0.005969617392518438,0.01311741023347112,0.00828840907742173
0.008213162454684208,-0.003402403868862628,0.01029783683224804,0.004999718743036683
0.0001815240111941422,0.0001590115083320443,-0.002096260610657096,-0.003979760100432468
-0.00961179242831673,-4.532439337367154e-05,-0.0173587411015096,0.0005356757704390775
0.00963787559488086,-0.003679045201013607,0.01284492595759821,0.006877060630743326
-0.002271738443359192,-0.003408630957298676,-0.006015554671329968,0.006838800242866936
0.006350407425643094,-0.0009474556625684816,0.008200091301548215,-0.001378828259747583
0.0008246634659112677,-0.0007466667609260036,-0.001269959326712508,0.001083831416755044
-0.0005880938505992695,-0.002514350310693971,-0.004623105398299421,0.003236734944227401
-0.001735865237683684,-0.001540158269888445,-0.004405519630774146,0.002117500109430724
0.002376300603401227,-0.004012336669432218,0.00201191560014376,0.007253208235484145
0.006854308068971381,-0.002212452174479762,0.007017602861378611,0.001541675549589457
0.004186146589847425,-0.001164611803158025,0.004527574598587599,0.0006294514267145797
0.001348220456558734,0.002170331523590939,0.0002051845649554708,-0.004470251684914298
-0.003012655147070844,0.000357614387068362,-0.007145595677295656,-0.001903545703869087
0.004122530529244253,-0.003039516165095656,0.004749498185618651,0.004274837490465422
0.0001275238542704471,-0.001808690966827674,-0.005200152164446564,0.001552230362750511
0.002946015585971954,-0.003486332585325496,0.002366212992811536,0.005248577841972652
0.003214431127432244,-0.001825230709825652,0.002737592346628459,0.0007825940939207212
-0.003206647221141378,-0.001829795847671323,-0.007393611105653569,0.00228827274913266
0.0008486638328219589,-0.0005522276593566177,-0.001025281419673952,0.001516717681754539
0.009638018760714536,-0.0001166359531512635,0.01316475977781478,-0.00202633309354312
0.002431535732515459,-0.002380412131583155,0.002252706171890757,0.004476610618602589
0.005229391581764484,-0.001335661595493513,0.007570575303975336,0.003134404511496825
0.003680506477549343,-0.002457565284121385,0.003390474623349239,0.006301079490137211
-0.0004228430479040507,-0.002643386847392561,-0.003669374375259833,0.003745910451269296
0.007787824660405134,0.0006770620336950255,0.01115394984762965,-0.001433870122368925
0.004940987354972884,-0.003330688160928001,0.005226605591508103,0.004939789326950802
0.006524204623217737,-0.002669879688504186,0.007637793168063069,0.002627958899476606
-0.002354146879316094,0.003722802310101529,-0.00629848776137276,-0.006765133361875829
0.003913159700534244,0.0009954959242784388,0.003732957713072211,-0.002819718863143434
0.006918458033137218,-0.0002276193482790461,0.007316128479209729,0.0007656344672967412
-0.002495494031378493,-0.0006689409419177821,-0.006351419642588827,-0.0006570391156337105
0.01120992173783855,0.001273327710299729,0.01457579969939899,-0.00426731276443987
0.008598931209822677,-0.000779991925122717,0.01160303019936128,-0.0007768121985895526
0.00158725164822856,-0.001086474154993899,0.0008259645298725198,0.002661412593893232
-0.009211201556576875,0.001822072856209246,-0.01744235193238443,-0.00420147737255882
