reward,initial_number_of_particles,number_of_particles,done,itteration,current_element,dict_vars
0.733,1000,733,True,13,final_WP,"{'Q1L0K1': 11.1414, 'Q1L0HKICK': 0.005, 'Q1L0VKICK': 0.005, 'Q1L1K1': -11.0152, 'Q1L1HKICK': -0.005, 'Q1L1VKICK': -0.0023, 'BM1FSE': 0.005, 'Q1L2_1K1': 10.1493, 'Q1L2_1HKICK': 0.0023, 'Q1L2_1VKICK': -0.005, 'Q1L3_1K1': -5.1645, 'Q1L3_1HKICK': 0.0023, 'Q1L3_1VKICK': 0.0026, 'Q1L4_1K1': 7.9541, 'Q1L4_1HKICK': -0.0021, 'Q1L4_1VKICK': -0.005, 'Q1L3_2K1': -5.9545, 'Q1L3_2HKICK': 0.004, 'Q1L3_2VKICK': 0.0027, 'Q1L2_2K1': 10.2039, 'Q1L2_2HKICK': -0.0015, 'Q1L2_2VKICK': -0.004, 'BM4FSE': 0.005, 'Q1L7K1': -12.3519, 'Q1L7HKICK': -0.0027, 'Q1L7VKICK': -0.0005, 'Q1L4_2K1': 13.9352, 'Q1L4_2HKICK': 0.0016, 'Q1L4_2VKICK': 0.0016, 'Q1L9K1': -9.1579, 'Q1L9HKICK': -0.0031, 'Q1L9VKICK': -0.0009, 'Q1L10K1': 13.8398, 'Q1L10HKICK': -0.0048, 'Q1L10VKICK': -0.005}"
