x,xp,y,yp,t,p,dt,particleID
-0.006791042242134001,-0.01100191181216374,-0.01465783351888785,-0.009311293770205932,4.5764955244455054e-08,779.9550603757542,2.392415361996294e-12,138
-0.007596074340512002,-0.01486301708894223,-0.00708639976842915,-0.007559710179209404,4.574990631739461e-08,764.91711175472,-1.265651169844437e-11,753
-0.007333828831175318,-0.008729564762348336,-0.01097795731116809,-0.0085553585175027,4.57933138602604e-08,766.9832979237336,3.0751031167350326e-11,140
-0.007900698216265416,-0.01272155930017488,-0.01303520568991571,-0.01076997560634103,4.5760492354668814e-08,771.6099170027347,-2.07047442423713e-12,141
-0.006776571194154118,-0.00374052731285761,-0.006712635673977167,-0.006520222731943112,4.5757983933186134e-08,779.8867432648373,-4.578895906917244e-12,142
-0.006590306962337434,-0.0004063349705916916,-0.01163961216599762,-0.007605281125733139,4.57985016785536e-08,800.3996650876317,3.5938849460544886e-11,143
-0.006935322812974192,0.002751471510799661,-0.01112738490257159,-0.007467341207842428,4.5783308224187644e-08,803.3272180079065,2.074539509458626e-11,144
-0.007938072417665228,-0.000247131935704973,-0.01343862735337979,-0.009261437489855216,4.5787883116539285e-08,810.4888670525644,2.5320287446227018e-11,145
-0.005868909244033715,-0.006002212786163809,-0.01077369492942342,-0.008799088722111827,4.5764313471883665e-08,794.9072941668328,1.75064279060782e-12,752
-0.006809682592993577,-0.003694874081184353,-0.005752570291839903,-0.006419904966046937,4.5742836208977304e-08,796.1161251580362,-1.9726620115747108e-11,147
-0.006996750021099786,-0.01569789317361809,-0.01045487565819231,-0.007260351048825033,4.5769055600152945e-08,785.9014316172199,6.49277105988697e-12,148
-0.008325712048883913,-0.01452548588946174,-0.01696565903840972,-0.01214426572381467,4.5764605419516675e-08,755.2913005512919,2.0425904236168558e-12,149
-0.006963812860948853,-0.01303390165797196,-0.01449702179468936,-0.01131002013461695,4.5786441372583604e-08,771.9106840794864,2.3878543490552707e-11,150
-0.005660340865440903,-0.006186565434554214,-0.007383455362167758,-0.005546933130765377,4.5770469822821774e-08,775.1422368619394,7.906993728722846e-12,151
-0.007302915921497493,-0.01975888756634658,-0.01087674422614174,-0.00893281838590108,4.5774503017437386e-08,766.5904987401226,1.1940188344328189e-11,152
-0.006343011164687157,-0.003312943330399368,-0.009555153609108843,-0.008080901182055941,4.579257482993709e-08,782.3799380510218,3.001200084404e-11,153
-0.007254946869853297,-0.02020603401078127,-0.007177141933762587,-0.007052889019806544,4.575805202513813e-08,770.8530178362977,-4.51080395492449e-12,154
-0.006502728347719988,-0.002000566020148559,-0.005809122409486063,-0.004880224386213469,4.5783126372811124e-08,807.3981220065853,2.056354371806584e-11,155
-0.007059596261280204,-0.001575213672476513,-0.006779430172023371,-0.005728837911772553,4.5768630172242064e-08,792.1607280765533,6.067343149006593e-12,156
-0.008731933043203048,-0.01521341438738438,-0.007559847637302805,-0.006279398554215413,4.575860845273619e-08,754.3683521107873,-3.954376356858605e-12,157
